id,username,email,provider,password,resetPasswordToken,confirmationToken,confirmed,blocked,role,birthdate,sex,name,nickname,userType,merchantApproved,merchantApprovedBy,merchantApprovedAt,merchantRejectedReason,created_by,updated_by,created_at,updated_at
173,fabio.rodrigues.freitas679,fabio.rodrigues.freitas679@outlook.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1937-12-15,Male,Fabio Rodrigues Freitas,fabio201,pilgrim,,,,,1,1,2025-05-14 15:59:03-03,2025-06-04 09:29:11-03
158,claudia.dias.cavalcanti308,claudia.dias.cavalcanti308@outlook.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1943-06-20,Female,Claudia Dias Cavalcanti,claudia865,merchant,,,,,1,1,2024-11-28 06:27:45-03,2024-11-28 14:17:39-03
170,larissa.cardoso.fernandes140,larissa.cardoso.fernandes140@gmail.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1958-03-08,Female,Larissa Cardoso Fernandes,larissa5076,merchant,,,,,1,1,2024-11-27 12:23:44-03,2024-11-27 09:27:02-03
21,flavio.melo.silva339,flavio.melo.silva339@email.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,2004-10-30,Male,Flavio Melo Silva,flavio,merchant,t,211,2026-01-23 18:32:08-03,,1,1,2025-12-30 16:16:21-03,2026-02-08 15:18:50-03
25,fernanda.ribeiro.nascimento883,fernanda.ribeiro.nascimento883@yahoo.com.br,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,2005-11-25,Female,Fernanda Ribeiro Nascimento,fernanda,merchant,t,211,2026-01-23 18:32:08-03,,1,1,2025-11-05 04:22:35-03,2026-02-13 05:11:58-03
29,vinicius.almeida.ribeiro393,vinicius.almeida.ribeiro393@yahoo.com.br,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1974-02-04,Male,Vinicius Almeida Ribeiro,vinicius,pilgrim,,,,,1,1,2025-05-29 13:10:12-03,2025-06-16 07:50:34-03
33,gustavo.nascimento.oliveira557,gustavo.nascimento.oliveira557@hotmail.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1984-04-16,Male,Gustavo Nascimento Oliveira,gustavo,pilgrim,,,,,1,1,2025-02-18 03:08:13-03,2025-03-01 07:08:49-03
36,sergio.cavalcanti.pinto89,sergio.cavalcanti.pinto89@gmail.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1947-03-15,Male,Sergio Cavalcanti Pinto,sergio,pilgrim,,,,,1,1,2025-07-20 05:42:37-03,2025-08-02 06:55:41-03
124,fernanda.cardoso.araujo410,fernanda.cardoso.araujo410@gmail.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,2000-11-05,Female,Fernanda Cardoso Araujo,fernanda142,pilgrim,,,,,1,1,2024-11-06 06:38:14-03,2024-11-06 06:12:32-03
88,igor.ribeiro.rocha386,igor.ribeiro.rocha386@hotmail.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1999-09-13,Male,Igor Ribeiro Rocha,igor,pilgrim,,,,,1,1,2024-12-17 09:14:18-03,2024-12-17 14:34:20-03
7,cristina.alves.pereira846,cristina.alves.pereira846@hotmail.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1936-02-19,Female,Cristina Alves Pereira,cristina,pilgrim,,,,,1,1,2024-12-02 13:40:57-03,2024-12-02 11:19:18-03
67,monica.castro.cardoso919,monica.castro.cardoso919@yahoo.com.br,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1989-09-04,Female,Monica Castro Cardoso,monica,merchant,,,,,1,1,2024-12-16 05:07:41-03,2024-12-16 14:17:16-03
178,cristina.cavalcanti.pereira509,cristina.cavalcanti.pereira509@outlook.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1996-04-01,Female,Cristina Cavalcanti Pereira,cristina7280,pilgrim,,,,,1,1,2024-12-10 13:06:35-03,2024-12-10 11:10:11-03
20,gabriela.souza.pinto668,gabriela.souza.pinto668@gmail.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1984-05-24,Female,Gabriela Souza Pinto,gabriela,pilgrim,,,,,1,1,2024-11-14 15:13:17-03,2024-11-14 09:46:38-03
10,julia.barbosa.barbosa303,julia.barbosa.barbosa303@hotmail.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1994-04-26,Female,Julia Barbosa Barbosa,julia,pilgrim,,,,,1,1,2025-02-13 16:17:26-03,2025-03-04 13:16:51-03
11,camila.ribeiro.mendes777,camila.ribeiro.mendes777@yahoo.com.br,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,2008-03-05,Female,Camila Ribeiro Mendes,camila,merchant,t,211,2026-01-23 18:32:08-03,,1,1,2025-04-07 03:36:48-03,2026-02-17 10:22:06-03
82,maria.teixeira.nascimento908,maria.teixeira.nascimento908@gmail.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1988-02-24,Female,Maria Teixeira Nascimento,maria,pilgrim,,,,,1,1,2024-12-31 13:16:31-03,2024-12-31 10:52:35-03
41,thiago.teixeira.pinto173,thiago.teixeira.pinto173@yahoo.com.br,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1998-09-06,Male,Thiago Teixeira Pinto,thiago,pilgrim,,,,,1,1,2025-10-01 13:09:19-03,2025-10-09 08:35:56-03
62,caio.freitas.castro778,caio.freitas.castro778@hotmail.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1943-06-27,Male,Caio Freitas Castro,caio,merchant,t,211,2026-01-23 18:32:08-03,,1,1,2026-01-13 17:50:09-03,2026-02-12 05:52:29-03
139,felipe.fernandes.silva401,felipe.fernandes.silva401@email.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1965-01-03,Male,Felipe Fernandes Silva,felipe3724,pilgrim,,,,,1,1,2024-12-25 07:45:24-03,2024-12-25 11:51:52-03
91,isabella.ribeiro.silva461,isabella.ribeiro.silva461@email.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,2001-03-19,Female,Isabella Ribeiro Silva,isabella,pilgrim,,,,,1,1,2025-06-23 06:21:46-03,2025-07-12 05:32:14-03
121,jose.souza.souza49,jose.souza.souza49@email.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1966-10-16,Male,José Souza Souza,jose6130,pilgrim,,,,,1,1,2024-12-06 12:45:16-03,2024-12-06 10:40:50-03
128,gabriela.costa.oliveira782,gabriela.costa.oliveira782@hotmail.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1985-04-11,Female,Gabriela Costa Oliveira,gabriela161,pilgrim,,,,,1,1,2025-11-18 17:05:14-03,2025-12-13 10:29:11-03
134,silvia.fernandes.nascimento433,silvia.fernandes.nascimento433@email.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1996-06-01,Female,Silvia Fernandes Nascimento,silvia8532,pilgrim,,,,,1,1,2025-11-08 11:32:15-03,2025-11-29 13:21:53-03
136,aline.ferreira.almeida115,aline.ferreira.almeida115@yahoo.com.br,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1993-11-23,Female,Aline Ferreira Almeida,aline5791,pilgrim,,,,,1,1,2025-01-31 07:00:37-03,2025-11-07 12:42:18-03
137,beatriz.pinto.monteiro317,beatriz.pinto.monteiro317@hotmail.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1997-01-30,Female,Beatriz Pinto Monteiro,beatriz9258,merchant,t,211,2026-01-23 18:32:08-03,,1,1,2025-11-21 12:20:31-03,2026-02-16 13:14:04-03
6,carolina.souza.barbosa735,carolina.souza.barbosa735@email.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1987-02-05,Female,Carolina Souza Barbosa,carolina,pilgrim,,,,,1,1,2024-11-20 15:41:55-03,2024-11-20 10:04:04-03
156,fernando.oliveira.monteiro205,fernando.oliveira.monteiro205@outlook.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1994-05-09,Male,Fernando Oliveira Monteiro,fernando6146,pilgrim,,,,,1,1,2024-11-17 07:45:49-03,2024-11-17 10:40:51-03
159,gabriela.ribeiro.monteiro777,gabriela.ribeiro.monteiro777@hotmail.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1973-02-12,Female,Gabriela Ribeiro Monteiro,gabriela3031,pilgrim,,,,,1,1,2025-02-09 05:26:17-03,2025-02-09 09:05:50-03
179,fernando.nascimento.barbosa729,fernando.nascimento.barbosa729@hotmail.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,2008-07-18,Male,Fernando Nascimento Barbosa,fernando9099,pilgrim,,,,,1,1,2025-10-18 09:42:56-03,2025-11-12 13:33:51-03
180,henrique.ribeiro.freitas687,henrique.ribeiro.freitas687@yahoo.com.br,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,2008-12-10,Male,Henrique Ribeiro Freitas,henrique748,pilgrim,,,,,1,1,2024-11-03 12:45:51-03,2024-11-03 09:27:04-03
189,bruno.martins.souza541,bruno.martins.souza541@gmail.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1958-07-02,Male,Bruno Martins Souza,bruno6835,pilgrim,,,,,1,1,2025-01-28 10:14:35-03,2025-02-01 15:35:41-03
191,amanda.teixeira.silva633,amanda.teixeira.silva633@yahoo.com.br,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1996-06-08,Female,Amanda Teixeira Silva,amanda8770,pilgrim,,,,,1,1,2025-11-03 06:32:54-03,2025-11-16 05:46:09-03
198,rodrigo.fernandes.dias454,rodrigo.fernandes.dias454@email.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1993-07-08,Male,Rodrigo Fernandes Dias,rodrigo3759,pilgrim,,,,,1,1,2025-04-27 05:13:13-03,2026-02-12 05:02:14-03
200,rafael.mendes.freitas794,rafael.mendes.freitas794@gmail.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1985-08-07,Male,Rafael Mendes Freitas,rafael848,pilgrim,,,,,1,1,2024-12-04 05:33:05-03,2024-12-15 12:10:58-03
8,pedro.silva.fernandes109,pedro.silva.fernandes109@email.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,2008-03-08,Male,Pedro Silva Fernandes,pedro,pilgrim,,,,,1,1,2025-07-22 09:24:49-03,2025-07-26 12:35:07-03
59,lucas.alves.cardoso931,lucas.alves.cardoso931@email.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1955-06-07,Male,Lucas Alves Cardoso,lucas,pilgrim,,,,,1,1,2024-11-21 15:58:38-03,2024-11-21 07:17:37-03
116,gabriel.teixeira.lima743,gabriel.teixeira.lima743@yahoo.com.br,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,2008-06-17,Male,Gabriel Teixeira Lima,gabriel3206,pilgrim,,,,,1,1,2024-11-09 10:40:27-03,2024-11-09 13:02:36-03
46,rafaela.cardoso.mendes721,rafaela.cardoso.mendes721@email.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1997-08-08,Female,Rafaela Cardoso Mendes,rafaela,pilgrim,,,,,1,1,2024-11-06 07:03:50-03,2025-06-14 10:52:34-03
28,joao.mendes.lima445,joao.mendes.lima445@hotmail.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1987-01-26,Male,João Mendes Lima,joao,pilgrim,,,,,1,1,2024-11-10 08:05:08-03,2024-11-10 09:42:30-03
44,natalia.souza.monteiro126,natalia.souza.monteiro126@hotmail.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1998-06-17,Female,Natalia Souza Monteiro,natalia,merchant,t,211,2026-01-23 18:32:08-03,,1,1,2025-12-30 04:25:10-03,2026-02-01 08:24:50-03
115,gabriela.melo.cardoso134,gabriela.melo.cardoso134@hotmail.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1995-08-09,Female,Gabriela Melo Cardoso,gabriela24,pilgrim,,,,,1,1,2024-12-21 13:11:08-03,2025-01-18 10:35:21-03
66,priscila.ribeiro.mendes765,priscila.ribeiro.mendes765@yahoo.com.br,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1987-04-09,Female,Priscila Ribeiro Mendes,priscila,merchant,t,211,2026-01-23 18:32:08-03,,1,1,2025-10-29 09:03:44-03,2026-02-21 05:25:39-03
133,isabella.santos.almeida857,isabella.santos.almeida857@yahoo.com.br,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1946-07-03,Female,Isabella Santos Almeida,isabella2924,pilgrim,,,,,1,1,2025-12-09 08:59:08-03,2025-12-13 12:36:26-03
117,leandro.rodrigues.oliveira155,leandro.rodrigues.oliveira155@outlook.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,2003-09-08,Male,Leandro Rodrigues Oliveira,leandro3088,pilgrim,,,,,1,1,2024-11-29 06:26:37-03,2024-11-29 06:57:27-03
127,adriana.carvalho.freitas266,adriana.carvalho.freitas266@email.com,local,$2a$10$zMofM.UiC/JVLLOIp3L7zezqrXf44scC9D1cOcHhQAr8PIggIyqt.,,,t,f,1,1964-12-27,Female,Adriana Carvalho Freitas,adriana528,pilgrim,,,,,1,1,2025-09-07 08:42:38-03,2025-09-11 14:28:09-03
129,beatriz.pereira.ferreira191,beatriz.pereira.ferreira191@yahoo.com.br,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1950-03-01,Female,Beatriz Pereira Ferreira,beatriz2900,merchant,t,211,2026-01-23 18:32:08-03,,1,1,2025-10-31 06:35:25-03,2026-01-23 05:12:54-03
209,peregrino9@cora.com,peregrino9@cora.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1989-03-06,Male,Lucas Martins,lucas_martins,pilgrim,,,,,1,1,2024-11-19 14:42:45-03,2024-11-19 11:49:33-03
153,bruna.ribeiro.teixeira74,bruna.ribeiro.teixeira74@yahoo.com.br,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,2000-03-09,Female,Bruna Ribeiro Teixeira,bruna7730,pilgrim,,,,,1,1,2024-11-05 07:43:46-03,2024-11-08 05:16:23-03
162,felipe.nascimento.almeida325,felipe.nascimento.almeida325@outlook.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1982-11-06,Male,Felipe Nascimento Almeida,felipe5085,pilgrim,,,,,1,1,2024-12-27 10:50:28-03,2025-01-25 10:58:43-03
169,gabriela.araujo.oliveira154,gabriela.araujo.oliveira154@gmail.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1943-05-30,Female,Gabriela Araujo Oliveira,gabriela1771,pilgrim,,,,,1,1,2025-02-01 04:06:53-03,2025-02-13 05:08:15-03
174,aline.costa.cardoso34,aline.costa.cardoso34@yahoo.com.br,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,2005-06-12,Female,Aline Costa Cardoso,aline1204,pilgrim,,,,,1,1,2024-12-22 08:33:24-03,2024-12-22 09:28:44-03
175,bruna.oliveira.rocha251,bruna.oliveira.rocha251@email.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1998-10-04,Female,Bruna Oliveira Rocha,bruna7898,pilgrim,,,,,1,1,2024-12-11 09:37:39-03,2024-12-11 11:26:33-03
188,ana.costa.pereira374,ana.costa.pereira374@hotmail.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1984-02-23,Female,Ana Costa Pereira,ana515,pilgrim,,,,,1,1,2025-06-05 14:23:38-03,2025-06-26 14:54:27-03
193,monica.rodrigues.barbosa647,monica.rodrigues.barbosa647@gmail.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1983-10-03,Female,Monica Rodrigues Barbosa,monica307,pilgrim,,,,,1,1,2025-12-22 11:58:25-03,2025-12-29 05:39:32-03
195,flavio.rocha.oliveira460,flavio.rocha.oliveira460@outlook.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1990-02-23,Male,Flavio Rocha Oliveira,flavio9211,pilgrim,,,,,1,1,2025-10-12 14:54:36-03,2025-11-01 14:39:59-03
196,claudia.ribeiro.costa306,claudia.ribeiro.costa306@email.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1940-04-24,Female,Claudia Ribeiro Costa,claudia7811,pilgrim,,,,,1,1,2024-12-02 12:21:18-03,2024-12-02 06:38:51-03
206,peregrino6@cora.com,peregrino6@cora.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1987-07-01,Female,Juliana Ferreira,juliana_ferreira,merchant,t,211,2026-01-23 18:32:08-03,,1,1,2025-12-08 14:56:36-03,2026-01-27 13:29:08-03
2,roberto.costa.santos475,roberto.costa.santos475@hotmail.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1961-01-23,Male,Roberto Costa Santos,roberto,merchant,t,211,2026-01-23 18:32:08-03,,1,1,2025-12-08 13:38:47-03,2026-02-08 10:21:45-03
16,lucia.barbosa.dias972,lucia.barbosa.dias972@outlook.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1990-03-10,Female,Lucia Barbosa Dias,lucia,pilgrim,,,,,1,1,2025-02-05 10:17:04-03,2025-02-27 07:35:34-03
